symbol,name,price,marketCap,volume,industry
ANAB,AnaptysBio Inc. Common Stock,56.445,1671250710.0,30345,Health Care
NVAX,Novavax Inc. Common Stock,9.995,1648632531.0,853298,Health Care
AVLN,Avalyn Pharma Inc. Common Stock,36.955,1638329526.0,14968,Health Care
ANIP,ANI Pharmaceuticals Inc.,70.375,1615773968.0,14604,Health Care
FTRE,Fortrea Holdings Inc. Common Stock,16.9,1607190000.0,181314,Health Care
LBRX,LB Pharmaceuticals Inc Common Stock,49.4,1593603245.0,28221,Health Care
BCAX,Bicara Therapeutics Inc. Common Stock,23.9,1581533123.0,38570,Health Care
INNV,InnovAge Holding Corp. Common Stock,11.5,1560968520.0,241062,Health Care
LTGO,Latigo Biotherapeutics Inc. Common Stock,23.3377,1547274270.0,15689,Health Care
INVA,Innoviva Inc. Common Stock,21.39,1545330924.0,35606,Health Care
XERS,Xeris Biopharma Holdings Inc. Common Stock,8.4586,1542174540.0,166621,Health Care
TRAX,First Tracks Biotherapeutics Inc. Ordinary Shares ,42.47,1517488902.0,40297,Health Care
ABSI,Absci Corporation Common Stock,8.835,1516209778.0,266604,Health Care
AGL,agilon health inc. Common Stock,89.735,1506759229.0,12350,Health Care
PAHC,Phibro Animal Health Corporation Class A Common Stock,37.0,1502259311.0,9461,Health Care
ARDT,Ardent Health Inc. Common Stock,10.56,1489444778.0,8342,Health Care
AVBP,ArriVent BioPharma Inc. Common Stock,29.92,1475287252.0,18207,Health Care
KMTS,Kestra Medical Technologies Ltd. Common Stock,25.16,1474454524.0,22811,Health Care
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,14.924,1471340341.0,504673,Health Care
HCSG,Healthcare Services Group Inc. Common Stock,21.41,1469415445.0,30446,Health Care
SDGR,Schrodinger Inc. Common Stock,19.495,1458335718.0,90271,Health Care
ATEC,Alphatec Holdings Inc. Common Stock,9.405,1452612370.0,170357,Health Care
MAZE,Maze Therapeutics Inc. Common Stock,25.86,1436501484.0,59727,Health Care
ANRO,Alto Neuroscience Inc. Common Stock,36.5,1432336796.0,33553,Health Care
HROW,Harrow Inc. Common Stock,37.825,1417977926.0,25325,Health Care
VOR,Vor Biopharma Inc. Common Stock,23.755,1405400294.0,188869,Health Care
CNMD,CONMED Corporation Common Stock,46.86,1403515481.0,15623,Health Care
OMER,Omeros Corporation Common Stock,19.3251,1398911446.0,142505,Health Care
AKTS,Aktis Oncology Inc. Common stock,25.03,1392156060.0,46886,Health Care
CGEM,Cullinan Therapeutics Inc. Common Stock,21.535,1385878335.0,103330,Health Care
REPL,Replimune Group Inc. Common Stock,14.5012,1366297757.0,116878,Health Care
TNDM,Tandem Diabetes Care Inc. Common Stock,19.48,1355393212.0,156168,Health Care
OMDA,Omada Health Inc. Common Stock,21.965,1344624881.0,160833,Health Care
PNTG,The Pennant Group Inc. Common Stock ,38.455,1343197541.0,11243,Health Care
ALMS,Alumis Inc. Common Stock,10.35,1339654724.0,402525,Health Care
ODTX,Odyssey Therapeutics Inc. Common Stock,27.595,1326175053.0,9655,Health Care
MGTX,MeiraGTx Holdings plc Ordinary Shares,13.705,1316269260.0,65374,Health Care
EYE,National Vision Holdings Inc. Common Stock,16.63,1314922675.0,234636,Health Care
ORIC,Oric Pharmaceuticals Inc. Common Stock,12.54,1299804306.0,159960,Health Care
MNKD,MannKind Corporation Common Stock,4.025,1294216548.0,1372984,Health Care
SPTX,Seaport Therapeutics Inc. Common Stock,24.115,1290889213.0,137526,Health Care
IART,Integra LifeSciences Holdings Corporation Common Stock,16.305,1268080710.0,52789,Health Care
TYRA,Tyra Biosciences Inc. Common Stock,21.135,1261272106.0,2546330,Health Care
CDRE,Cadre Holdings Inc. Common Stock,29.38,1258073165.0,11136,Health Care
JBIO,Jade Biosciences Inc. Common Stock,19.61,1247144759.0,347564,Health Care
